1062023,,,,,2.90523E+11,75337990 - VIRI - 290523439357,VIRTRECU,2610,,,,121111BBCM1
1062023,,,,,2.50523E+11,90116470 - VIRI - 250523068974,VIRTRECU,1402,,,,121111BBCM1
1062023,,,,,10623126119,90185010 - VIRI - 010623126119,VIRTRECU,7265,,,,
1062023,,,,,3.10523E+11,90838430 - VIRI - 310523123724,VIRTRECU,84797,,,,121111BBCM1
1062023,,,,,2.30523E+11,90385720 - VIRI - 230523485791,VIRTRECU,2910,,,,121111BBCM1
1062023,,,,,10623464049,75332780 - VIRI - 010623464049,VIRTRECU,8000,,,,121111BBCM1
1062023,,,,,3.10523E+11,90122360 - VIRI - 310523343803,VIRTRECU,1418,,,,121111BBCM1
1062023,,,,,10623138320,75258020 - VIRI - 010623138320,VIRTRECU,2500,,,,121111BBCM1
1062023,,,,,310523B35986,75423900 - VIRI - 310523B35986,VIRTRECU,4299,,,,121111BBCM1
1062023,,,,,3.10523E+11,90366590 - VIRI - 310523410301,VIRTRECU,12306,,,,121111BBCM1
1062023,,,,,10623324235,90470360 - VIRI - 010623324235,VIRTRECU,7200,,,,121111BBCM1
1062023,,,,,220323A79917,75563450 - VIRI - 220323A79917,VIRTRECU,3200,,,,121111BBCM1
1062023,,,,,10623488881,91091430 - VIRI - 010623488881,VIRTRECU,1132,,,,121111BBCM1
1062023,,,,,3.00524E+11,90852920 - VIRI - 300523570150,VIRTRECU,2800,,,,121111BBCM1
1062023,,,,,10623222713,91138770 - VIRI - 010623222713,VIRTRECU,2348,,,,
1062023,,,,,3.00524E+11,90173760 - VIRI - 300523887418,VIRTRECU,1940,,,,121111BBCM1
1062023,,,,,10623150195,75517440 - VIRI - 010623150195,VIRTRECU,3500,,,,121111BBCM1
1062023,,,,,060423C04841,75544980 - VIRI - 060423C04841,VIRTRECU,5500,,,,121111BBCM1
1062023,,,,,60423104841,75550330 - VIRI - 060423104841,VIRTRECU,5500,,,,121111BBCM1
1062023,,,,,3.10523E+11,75514320 - VIRI - 310523387324,VIRTRECU,1860,,,,121111BBCM1
1062023,,,,,10623476050,75487260 - VIRI - 010623476050,VIRTRECU,2700,,,,121111BBCM1
1062023,,,,,3.00524E+11,75302970 - VIRI - 300523638439,VIRTRECU,3350,,,,121111BBCM1
1062023,,,,,2.90523E+11,75660330 - VIRI - 290523140712,VIRTRECU,3000,,,,121111BBCM1
1062023,,,,,10623116534,90849030 - VIRI - 010623116534,VIRTRECU,1500,,,,121111BBCM1
1062023,,,,,3.10523E+11,90833400 - VIRI - 310523330969,VIRTRECU,6700,,,,121111BBCM1
1062023,,,,,3.10523E+11,90263620 - VIRI - 310523309390,VIRTRECU,114789,,,,121111BBCM1
1062023,,,,,2.20524E+11,90194410 - VIRI - 220523959831,VIRTRECU,1900,,,,121111BBCM1
1062023,,,,,3.00524E+11,90391320 - VIRI - 300523752363,VIRTRECU,2600,,,,121111BBCM1
1062023,,,,,010623A96562,90772570 - VIRI - 010623A96562,VIRTRECU,4476,,,,
1062023,,,,,2.90523E+11,75805060 - VIRI - 290523388152,VIRTRECU,11476,,,,
1062023,,,,,10623244328,90301310 - VIRI - 010623244328,VIRTRECU,9159,,,,
1062023,,,,,2.90523E+11,90473560 - VIRI - 290523152204,VIRTRECU,3671,,,,
1062023,,,,,10623280949,90652420 - VIRI - 010623280949,VIRTRECU,6328,,,,121111BBCM1
1062023,,,,,3.00524E+11,84076010 - VIRI - 300523869552,VIRTRECU,227,,,,
1062023,,,,,3.10523E+11,91072260 - VIRI - 310523363259,VIRTRECU,3300,,,,121111BBCM1
1062023,,,,,10623457226,91341060 - VIRI - 010623457226,VIRTRECU,2539,,,,121111BBCM1
1062023,,,,,3.00524E+11,74909350 - VIRI - 300523971008,VIRTRECU,1000,,,,121111BBCM1
1062023,,,,,2.20523E+11,90037430 - VIRI - 220523152511,VIRTRECU,2500,,,,121111BBCM1
1062023,,,,,2.60524E+11,75533880 - VIRI - 260523518791,VIRTRECU,2750,,,,121111BBCM1
1062023,,,,,10623389935,74978140 - VIRI - 010623389935,VIRTRECU,1785,,,,
1062023,,,,,10623221155,90289420 - VIRI - 010623221155,VIRTRECU,488,,,,121111BBCM1
1062023,,,,,2.60523E+11,91174570 - VIRI - 260523047415,VIRTRECU,6447,,,,121111BBCM1
1062023,,,,,2.30523E+11,91555450 - VIRI - 230523248342,VIRTRECU,20000,,,,121111BBCM1
1062023,,,,,2.80423E+11,83768960 - VIRI - 280423461231,VIRTRECU,1075,,,,121111BBCM1
1062023,,,,,10623384189,91309070 - VIRI - 010623384189,VIRTRECU,1740,,,,121111BBCM1
1062023,,,,,3.00524E+11,91009500 - VIRI - 300523579827,VIRTRECU,1500,,,,121111BBCM1
1062023,,,,,3.10523E+11,90392040 - VIRI - 310523262189,VIRTRECU,16220,,,,121111BBCM1
1062023,,,,,2.90523E+11,91012700 - VIRI - 290523293795,VIRTRECU,1970,,,,121111BBCM1
1062023,,,,,50523536746,90659640 - VIRI - 050523536746,VIRTRECU,530,,,,
1062023,,,,,310523C35986,75423840 - VIRI - 310523C35986,VIRTRECU,4829,,,,
1062023,,,,,2.40524E+11,90777200 - VIRI - 240523592108,VIRTRECU,1550,,,,121111BBCM1
1062023,,,,,10623332662,90473040 - VIRI - 010623332662,VIRTRECU,3050,,,,121111BBCM1
1062023,,,,,3.10523E+11,90607630 - VIRI - 310523412058,VIRTRECU,1651,,,,
1062023,,,,,10623113542,74427760 - VIRI - 010623113542,VIRTRECU,2500,,,,121111BBCM1
1062023,,,,,10623417979,76133490 - VIRI - 010623417979,VIRTRECU,9200,,,,121111BBCM1
1062023,,,,,010623A48016,76092450 - VIRI - 010623A48016,VIRTRECU,1036,,,,
1062023,,,,,3.10523E+11,90266060 - VIRI - 310523339669,VIRTRECU,12000,,,,121111BBCM1
1062023,,,,,3.10523E+11,90636050 - VIRI - 310523161192,VIRTRECU,4327,,,,121111BBCM1
1062023,,,,,10623119456,90307360 - VIRI - 010623119456,VIRTRECU,4500,,,,121111BBCM1
1062023,,,,,10623497123,72229810 - VIRI - 010623497123,VIRTRECU,1500,,,,121111BBCM1
1062023,,,,,2.40524E+11,90341210 - VIRI - 240523579285,VIRTRECU,5100,,,,121111BBCM1
1062023,,,,,10623109418,75362100 - VIRI - 010623109418,VIRTRECU,1900,,,,121111BBCM1
1062023,,,,,3.10523E+11,75845510 - VIRI - 310523437743,VIRTRECU,7516,,,,121111BBCM1
1062023,,,,,10623449703,90587970 - VIRI - 010623449703,VIRTRECU,4328,,,,121111BBCM1
1062023,,,,,10623396452,75360910 - VIRI - 010623396452,VIRTRECU,3000,,,,121111BBCM1
1062023,,,,,10623320917,75792110 - VIRI - 010623320917,VIRTRECU,5500,,,,121111BBCM1
1062023,,,,,3.00524E+11,75621170 - VIRI - 300523827163,VIRTRECU,7632,,,,121111BBCM1
1062023,,,,,10623301184,75507310 - VIRI - 010623301184,VIRTRECU,1446,,,,121111BBCM1
1062023,,,,,10623393300,91462680 - VIRI - 010623393300,VIRTRECU,6337,,,,121111BBCM1
1062023,,,,,3.10523E+11,90895950 - VIRI - 310523448488,VIRTRECU,2600,,,,121111BBCM1
1062023,,,,,90523087334,90301690 - VIRI - 090523087334,VIRTRECU,3960,,,,121111BBCM1
1062023,,,,,2.30523E+11,90625590 - VIRI - 230523480939,VIRTRECU,12670,,,,121111BBCM1
1062023,,,,,300523B69552,84169150 - VIRI - 300523B69552,VIRTRECU,1630,,,,
1062023,,,,,10623225007,73155130 - VIRI - 010623225007,VIRTRECU,1500,,,,121111BBCM1
1062023,,,,,2.40524E+11,75956800 - VIRI - 240523517526,VIRTRECU,13500,,,,121111BBCM1
1062023,,,,,2.90523E+11,84742470 - VIRI - 290523381391,VIRTRECU,912,,,,121111BBCM1
1062023,,,,,2.40524E+11,90389020 - VIRI - 240523575999,VIRTRECU,3050,,,,121111BBCM1
1062023,,,,,2.90523E+11,90583320 - VIRI - 290523240139,VIRTRECU,12000,,,,121111BBCM1
1062023,,,,,300523A91509,76203260 - VIRI - 300523A91509,VIRTRECU,1534,,,,121111BBCM1
1062023,,,,,10623142119,90613190 - VIRI - 010623142119,VIRTRECU,1786,,,,121111BBCM1
1062023,,,,,3.10523E+11,75016950 - VIRI - 310523421397,VIRTRECU,5000,,,,121111BBCM1
1062023,,,,,2.11222E+11,75820260 - VIRI - 211222452385,VIRTRECU,21750,,,,121111BBCM1
1062023,,,,,3.10523E+11,75015940 - VIRI - 310523296223,VIRTRECU,1200,,,,121111BBCM1
1062023,,,,,60323929310,90625590 - VIRI - 060323929310,VIRTRECU,3001,,,,121111BBCM1
1062023,,,,,300523A69552,84169150 - VIRI - 300523A69552,VIRTRECU,1630,,,,
1062023,,,,,10623441276,91470340 - VIRI - 010623441276,VIRTRECU,4800,,,,121111BBCM1
1062023,,,,,10623142738,90142760 - VIRI - 010623142738,VIRTRECU,1750,,,,121111BBCM1
1062023,,,,,10623148016,90659640 - VIRI - 010623148016,VIRTRECU,1063,,,,
1062023,,,,,2.40524E+11,74256870 - VIRI - 240523773918,VIRTRECU,400,,,,121111BBCM1
1062023,,,,,10623175724,91174320 - VIRI - 010623175724,VIRTRECU,802,,,,121111BBCM1
1062023,,,,,3.00523E+11,90079110 - VIRI - 300523031640,VIRTRECU,1820,,,,121111BBCM1
1062023,,,,,3.00524E+11,90011100 - VIRI - 300523715422,VIRTRECU,2350,,,,121111BBCM1
1062023,,,,,3.10523E+11,90026050 - VIRI - 310523062719,VIRTRECU,3000,,,,121111BBCM1
1062023,,,,,3.10523E+11,90248530 - VIRI - 310523445680,VIRTRECU,5500,,,,121111BBCM1
1062023,,,,,310523A34228,90718380 - VIRI - 310523A34228,VIRTRECU,9182,,,,121111BBCM1
1062023,,,,,010623D96562,91227370 - VIRI - 010623D96562,VIRTRECU,14004,,,,
1062023,,,,,10623373965,90602900 - VIRI - 010623373965,VIRTRECU,17390,,,,121111BBCM1
1062023,,,,,26052351280,90011320 - VIRI - 26052351280,VIRTRECU,1811,,,,121111BBCM1
1062023,,,,,10623180018,90648120 - VIRI - 010623180018,VIRTRECU,2900,,,,121111BBCM1
1062023,,,,,3.10523E+11,90241530 - VIRI - 310523111838,VIRTRECU,2195,,,,
1062023,,,,,2.90523E+11,90425970 - VIRI - 290523199545,VIRTRECU,1477,,,,121111BBCM1
1062023,,,,,2.60523E+11,74586000 - VIRI - 260523450737,VIRTRECU,2633,,,,121111BBCM1
1062023,,,,,10623334579,91014300 - VIRI - 010623334579,VIRTRECU,1897,,,,121111BBCM1
1062023,,,,,10623334577,90074110 - VIRI - 010623334577,VIRTRECU,513,,,,
1062023,,,,,3.10523E+11,74657320 - VIRI - 310523126720,VIRTRECU,5945,,,,121111BBCM1
1062023,,,,,3.10523E+11,75011280 - VIRI - 310523022630,VIRTRECU,1880,,,,121111BBCM1
1062023,,,,,10623210167,75891540 - VIRI - 010623210167,VIRTRECU,4556,,,,
1062023,,,,,300523AABDEL,90233520 - VIRI - 300523AABDEL,VIRTRECU,42100,,,,121111BBCM1
1062023,,,,,3.10523E+11,74744150 - VIRI - 310523381584,VIRTRECU,1238,,,,121111BBCM1
1062023,,,,,10623485460,75717110 - VIRI - 010623485460,VIRTRECU,4437,,,,121111BBCM1
1062023,,,,,3.10524E+11,74892250 - VIRI - 310523739722,VIRTRECU,2573,,,,121111BBCM1
1062023,,,,,3.00524E+11,90306280 - VIRI - 300523637817,VIRTRECU,22518,,,,121111BBCM1
1062023,,,,,10623402092,90757890 - VIRI - 010623402092,VIRTRECU,110600,,,,121111BBCM1
1062023,,,,,3.00524E+11,75135620 - VIRI - 300523937980,VIRTRECU,2650,,,,121111BBCM1
1062023,,,,,1.20524E+11,90074110 - VIRI - 120523971385,VIRTRECU,2600,,,,121111BBCM1
1062023,,,,,3.10523E+11,91111220 - VIRI - 310523442153,VIRTRECU,4418,,,,
1062023,,,,,10623152564,90407300 - VIRI - 010623152564,VIRTRECU,1200,,,,121111BBCM1
1062023,,,,,10623373958,91302450 - VIRI - 010623373958,VIRTRECU,2300,,,,121111BBCM1
1062023,,,,,40523869134,90121110 - VIRI - 040523869134,VIRTRECU,2282,,,,121111BBCM1
1062023,,,,,3.10523E+11,90090370 - VIRI - 310523115316,VIRTRECU,7650,,,,121111BBCM1
1062023,,,,,3.00524E+11,90256860 - VIRI - 300523823352,VIRTRECU,9637,,,,121111BBCM1
1062023,,,,,2.60523E+11,90709960 - VIRI - 260523091901,VIRTRECU,17876,,,,121111BBCM1
1062023,,,,,310523A28081,75266050 - VIRI - 310523A28081,VIRTRECU,10499,,,,
1062023,,,,,010623A13888,75513800 - VIRI - 010623A13888,VIRTRECU,5798,,,,
1062023,,,,,10623413888,75511860 - VIRI - 010623413888,VIRTRECU,6695,,,,
1062023,,,,,060423A04841,75550400 - VIRI - 060423A04841,VIRTRECU,5500,,,,121111BBCM1
1062023,,,,,3.00524E+11,75753830 - VIRI - 300523638019,VIRTRECU,1339,,,,121111BBCM1
1062023,,,,,1.90523E+11,75857710 - VIRI - 190523476366,VIRTRECU,8300,,,,121111BBCM1
1062023,,,,,3.00524E+11,75327870 - VIRI - 300523741405,VIRTRECU,3250,,,,121111BBCM1
1062023,,,,,10623389490,75639510 - VIRI - 010623389490,VIRTRECU,2310,,,,121111BBCM1
1062023,,,,,10623288821,75740380 - VIRI - 010623288821,VIRTRECU,3400,,,,121111BBCM1
1062023,,,,,10623282276,90669620 - VIRI - 010623282276,VIRTRECU,5000,,,,121111BBCM1
1062023,,,,,010623C96562,90818640 - VIRI - 010623C96562,VIRTRECU,2953,,,,
1062023,,,,,10623466960,90109280 - VIRI - 010623466960,VIRTRECU,3863,,,,
1062023,,,,,,01062023 -LIB_ECRITURE :CIONS PERCUE ECHEAN/23900 -NUM_PIECE :1272641-239000,REGULCDT,0,3427,,,
1062023,,,,,,01062023 -LIB_ECRITURE :PAIEMENT CB 30/05/2/7814 -NUM_PIECE :1272638-7814,REGULCDT,0,2700,,,121111BBCM1
1062023,,,,,,01062023 -LIB_ECRITURE :PRELEVEMENT EN FAV./23055 -NUM_PIECE :1272831-230550536,REGULCDT,0,1613,,,
1062023,,,,,,01062023 -LIB_ECRITURE :DEBLOCAGE CREDIT  D/00054 -NUM_PIECE :1272951-000541000,REGULCDT,150000000,0,,,121111BBCM1
1062023,,,,,,01062023 -LIB_ECRITURE :Virement vers AWB MEKNES -NUM_PIECE :1272305-VOB6497,REGULCDT,0,7000000,,,121111BBCM1
1062023,,,,,,01062023 -LIB_ECRITURE :Virement vers ATW_MARRAKE -NUM_PIECE :1272303-VOB5509,REGULCDT,0,5000000,,,121111BBCM1
1062023,,,,,,-FRAIS DEP ET MISSION VIRT DU 01/06/2023,REGULDBT,,24666,,,
1062023,,,,,,MODE : XXSC_CHEQUE  NUM : 12571,REGULDBT,,5004,,,121111BBCM1
1062023,,,,,2.90523E+11,90674080 - VIRI - 290523185235,VIRTRECU,2733,,,,
1062023,,,,,3.10523E+11,90370170 - VIRI - 310523024208,VIRTRECU,1640,,,,121111BBCM1
1062023,,,,,3.10523E+11,91065830 - VIRI - 310523114180,VIRTRECU,2050,,,,121111BBCM1
1062023,,,,,3.00524E+11,90954030 - VIRI - 300523836202,VIRTRECU,3526,,,,121111BBCM1
1062023,,,,,3.10523E+11,75255690 - VIRI - 310523058146,VIRTRECU,1272,,,,121111BBCM1
1062023,,,,,050523A36746,76092450 - VIRI - 050523A36746,VIRTRECU,516,,,,
1062023,,,,,2.50524E+11,91568320 - VIRI - 250523704561,VIRTRECU,98000,,,,121111BBCM1
1062023,,,,,10623113280,75628340 - VIRI - 010623113280,VIRTRECU,15000,,,,121111BBCM1
1062023,,,,,3.10524E+11,74686860 - VIRI - 310523994076,VIRTRECU,2000,,,,121111BBCM1
1062023,,,,,1.60524E+11,74967390 - VIRI - 160523961932,VIRTRECU,3000,,,,121111BBCM1
1062023,,,,,310523A35986,75423820 - VIRI - 310523A35986,VIRTRECU,5719,,,,121111BBCM1
1062023,,,,,3.10523E+11,75265870 - VIRI - 310523120480,VIRTRECU,2500,,,,121111BBCM1
1062023,,,,,3.00524E+11,75443260 - VIRI - 300523619588,VIRTRECU,1860,,,,121111BBCM1
1062023,,,,,10623178320,84291720 - VIRI - 010623178320,VIRTRECU,2000,,,,121111BBCM1
1062023,,,,,3.00524E+11,76026750 - VIRI - 300523791509,VIRTRECU,516,,,,121111BBCM1
1062023,,,,,190822C64424,75929270 - VIRI - 190822C64424,VIRTRECU,77,,,,
1062023,,,,,10623474771,90228910 - VIRI - 010623474771,VIRTRECU,1550,,,,121111BBCM1
1062023,,,,,3.10523E+11,91068170 - VIRI - 310523055476,VIRTRECU,2500,,,,121111BBCM1
1062023,,,,,10623115955,90415190 - VIRI - 010623115955,VIRTRECU,1800,,,,121111BBCM1
1062023,,,,,10623174395,90963570 - VIRI - 010623174395,VIRTRECU,4103,,,,121111BBCM1
1062023,,,,,3.10523E+11,90893130 - VIRI - 310523053056,VIRTRECU,3457,,,,
1062023,,,,,2.90523E+11,90460090 - VIRI - 290523332794,VIRTRECU,12000,,,,121111BBCM1
1062023,,,,,10623339291,90007880 - VIRI - 010623339291,VIRTRECU,1390,,,,121111BBCM1
1062023,,,,,3.10523E+11,90465850 - VIRI - 310523367760,VIRTRECU,76707,,,,121111BBCM1
1062023,,,,,10623409297,90407650 - VIRI - 010623409297,VIRTRECU,3000,,,,121111BBCM1
1062023,,,,,3.10523E+11,90763070 - VIRI - 310523318431,VIRTRECU,7560,,,,121111BBCM1
1062023,,,,,3.10523E+11,90838000 - VIRI - 310523256767,VIRTRECU,2533,,,,
1062023,,,,,3.10523E+11,75412980 - VIRI - 310523235986,VIRTRECU,5699,,,,121111BBCM1
1062023,,,,,2.90523E+11,90044480 - VIRI - 290523388151,VIRTRECU,2988,,,,
1062023,,,,,3.10523E+11,91047720 - VIRI - 310523405056,VIRTRECU,2400,,,,121111BBCM1
1062023,,,,,10623433765,91073940 - VIRI - 010623433765,VIRTRECU,2185,,,,121111BBCM1
1062023,,,,,310523B34228,90718370 - VIRI - 310523B34228,VIRTRECU,20860,,,,121111BBCM1
1062023,,,,,10623197628,90135000 - VIRI - 010623197628,VIRTRECU,2834,,,,121111BBCM1
1062023,,,,,3.10523E+11,90038570 - VIRI - 310523030991,VIRTRECU,2000,,,,121111BBCM1
1062023,,,,,80323405761,91414070 - VIRI - 080323405761,VIRTRECU,3150,,,,121111BBCM1
1062023,,,,,10623133609,74967390 - VIRI - 010623133609,VIRTRECU,3300,,,,121111BBCM1
1062023,,,,,30423086501,75787870 - VIRI - 030423086501,VIRTRECU,4000,,,,121111BBCM1
1062023,,,,,3.10523E+11,75214240 - VIRI - 310523418801,VIRTRECU,5200,,,,121111BBCM1
1062023,,,,,3.10523E+11,74865660 - VIRI - 310523335478,VIRTRECU,2300,,,,121111BBCM1
1062023,,,,,2.20323E+11,75562360 - VIRI - 220323179917,VIRTRECU,3200,,,,121111BBCM1
1062023,,,,,2.30523E+11,90933690 - VIRI - 230523469190,VIRTRECU,3500,,,,121111BBCM1
1062023,,,,,10623339059,75148150 - VIRI - 010623339059,VIRTRECU,3700,,,,121111BBCM1
1062023,,,,,10623478874,75275630 - VIRI - 010623478874,VIRTRECU,6363,,,,121111BBCM1
1062023,,,,,3.10523E+11,90236140 - VIRI - 310523415750,VIRTRECU,5000,,,,121111BBCM1
1062023,,,,,2.60523E+11,90439510 - VIRI - 260523418365,VIRTRECU,2500,,,,121111BBCM1
1062023,,,,,10623315572,90538460 - VIRI - 010623315572,VIRTRECU,2000,,,,121111BBCM1
1062023,,,,,10623304544,90618580 - VIRI - 010623304544,VIRTRECU,1000,,,,121111BBCM1
1062023,,,,,300523A71008,74625650 - VIRI - 300523A71008,VIRTRECU,1000,,,,121111BBCM1
1062023,,,,,2.40524E+11,91555450 - VIRI - 240523713390,VIRTRECU,58246,,,,121111BBCM1
1062023,,,,,3.10523E+11,76142300 - VIRI - 310523316370,VIRTRECU,1469,,,,121111BBCM1
1062023,,,,,10623421158,VI9806002307 - VIRI - 010623421158,VIRTRECU,10000,,,,121111BBCM1
1062023,,,,,3.10523E+11,90718360 - VIRI - 310523334228,VIRTRECU,47620,,,,121111BBCM1
1062023,,,,,010623B96562,90810150 - VIRI - 010623B96562,VIRTRECU,3088,,,,
1062023,,,,,10623496562,90638050 - VIRI - 010623496562,VIRTRECU,5377,,,,
1062023,,,,,10623415630,90829750 - VIRI - 010623415630,VIRTRECU,1700,,,,121111BBCM1
1062023,,,,,3.10524E+11,90103400 - VIRI - 310523795434,VIRTRECU,3750,,,,121111BBCM1
2062023,,,,,20623513876,90124920 - VIRI - 020623513876,VIRTRECU,1442,,,,121111BBCM1
2062023,,,,,010623B37102,90699090 - VIRI - 010623B37102,VIRTRECU,1700,,,,121111BBCM1
2062023,,,,,010623C21398,75562360 - VIRI - 010623C21398,VIRTRECU,1989,,,,
2062023,,,,,20623917111,90604650 - VIRI - 020623917111,VIRTRECU,11880,,,,121111BBCM1
2062023,,,,,020623A42983,90901310 - VIRI - 020623A42983,VIRTRECU,959,,,,
2062023,,,,,020623B01140,90532320 - VIRI - 020623B01140,VIRTRECU,1850,,,,121111BBCM1
2062023,,,,,20623611211,90016000 - VIRI - 020623611211,VIRTRECU,2360,,,,121111BBCM1
2062023,,,,,20623579003,70832350 - VIRI - 020623579003,VIRTRECU,500,,,,121111BBCM1
2062023,,,,,10623375310,75684480 - VIRI - 010623375310,VIRTRECU,13341,,,,
2062023,,,,,230523A63136,74982290 - VIRI - 230523A63136,VIRTRECU,16000,,,,121111BBCM1
2062023,,,,,2.10623E+11,75772940 - VIRI - 210623456489,VIRTRECU,5200,,,,121111BBCM1
2062023,,,,,10623359936,91203750 - VIRI - 010623359936,VIRTRECU,2438,,,,121111BBCM1
2062023,,,,,20623102473,75162730 - VIRI - 020623102473,VIRTRECU,2400,,,,121111BBCM1
2062023,,,,,20623821378,75667230 - VIRI - 020623821378,VIRTRECU,1936,,,,121111BBCM1
2062023,,,,,10623198578,91135220 - VIRI - 010623198578,VIRTRECU,4481,,,,
2062023,,,,,20623901140,75093780 - VIRI - 020623901140,VIRTRECU,16760,,,,121111BBCM1
14062023,,,,,130423MIRCAF,74638900 - VIRI - 130423MIRCAF,VIRTRECU,1650,,,,121111BBMCE
30062023,,,,,,Representation_30/05/2023_DU_07/06/2023,REGULCDT,3814448,,,,
30062023,,,,,,Representation_30/05/2023_DU_07/06/2023,REGULCDT,2895166,,,,
30062023,,,,,,Representation_30/05/2023_DU_07/06/2023,REGULCDT,295331,,,,
30062023,,,,,,Representation_30/05/2023_DU_09/06/2023,REGULCDT,1896287,,,,
30062023,,,,,,Representation_30/05/2023_DU_08/06/2023,REGULCDT,1671153,,,,
30062023,,,,,,Representation_30/05/2023_DU_08/06/2023,REGULCDT,1083093,,,,
30062023,,,,,,Representation_30/05/2023_DU_08/06/2023,REGULCDT,1039628,,,,
30062023,,,,,,Representation_30/05/2023_DU_12/06/2023,REGULCDT,374255,,,,
28062023,,,,,2144517,91603820 - CHEQ - 2144517,CHQEMIS,,73596,,,121111BCIH
28062023,,,,,,28062023 -LIB_ECRITURE :Virement de BMCE CORPORAT -NUM_PIECE :1287156-0,REGULCDT,70000000,0,,,121111BCIH
28062023,,,,,,28062023 -LIB_ECRITURE :Virement de CIH_TANGER -NUM_PIECE :1287154-00000000,REGULCDT,3000000,0,,,121111BCIH
28062023,,,,,,28062023 -LIB_ECRITURE :ECHENCE PRET SOFAC -NUM_PIECE :1289285-UO0039,REGULCDT,0,69525035,,,121111BCIH
28062023,,,,,,28062023 -LIB_ECRITURE :DROIT DE TIMBRE VERSEMENT -NUM_PIECE :1288187-0,REGULCDT,0,1,,,121111BCIH
28062023,,,,,,DIVIDENDES SOFASSUR EX 2022-REGLT,REGULCDT,34381000,,,,121111BCIH
28062023,,,,,280623IOBATR,90281590 - VIRI - 280623IOBATR,VIRTRECU,598084,,,,121111BCIH
28062023,,,,,3480356,91623960 - CHEQ - 3480356,CHQEMIS,,69173,,,121111BCIH
28062023,,,,,3480348,91616930 - CHEQ - 3480348,CHQEMIS,,1235514,,,121111BCIH
28062023,,,,,280623COBATR,90108750 - VIRI - 280623COBATR,VIRTRECU,563675,,,,121111BCIH
28062023,,,,,280623BOBATR,90108560 - VIRI - 280623BOBATR,VIRTRECU,563675,,,,121111BCIH
28062023,,,,,280623AOBATR,90069890 - VIRI - 280623AOBATR,VIRTRECU,443469,,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,6784107,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,15051342,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,84669,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,15145931,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,2936303,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,20631832,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,798167,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,106432088,,,121111BCIH
28062023,,,,,,062023-VIRT PRET INFINIE,REGULDBT,,24613,,,121111BCIH
28062023,,,,,,062023-VIRT PERS,REGULDBT,,26735128,,,121111BCIH
28062023,,,,,,062023-VIRT PERS,REGULDBT,,376743673,,,121111BCIH
28062023,,,,,,VIRT STC 052023,REGULDBT,,2471793,,,121111BCIH
28062023,,,,,,VIRT COMPLT - AV / SALAIRE 052023,REGULDBT,,1702388,,,121111BCIH
